id,user_id,watched_video_id,watch_time_in_sec,ad_cat_id,click,ad_id,final_gender_code,age_level,occupation,brand_id,ad_title
4361,353,9014,281,4,0,28,2,2,7,6,CnDlajFixV
4362,725,1558,46,10,0,184,2,5,2,1,DVMmTPF3Xq
4363,180,5595,146,5,0,79,2,6,4,13,YjADj6Irrn
4364,73,8760,274,4,1,233,1,4,1,5,PFSV3jnIqx
4365,185,4634,252,1,0,212,2,3,6,19,kAmPTImsgf
4366,167,8317,32,6,0,225,2,3,10,9,rtGxnwMdyf
4367,858,6663,144,2,0,167,2,1,7,20,DBBCplCVWe
4368,750,1896,227,10,1,105,1,5,9,16,u96wxOvVwY
4369,365,6512,8,6,1,154,1,5,8,27,IbjEJJamNr
4370,15,7649,135,7,0,296,2,4,10,9,e5phMJn62s
4371,124,2916,136,4,0,370,2,4,4,17,A7pIewdMPc
4372,383,8508,215,9,0,199,2,4,9,22,KSElZ2DLM1
4373,645,5128,256,4,1,331,2,2,6,12,PNz8MQhSQf
4374,890,7982,14,10,0,355,2,3,2,20,7F3d57QKuW
4375,288,1088,87,5,1,260,1,5,8,21,tEhixifeI8
4376,872,897,236,6,0,132,2,3,7,19,zmwPqFZ7Ds
4377,274,2963,215,2,0,166,2,3,1,15,IWugeeyNfR
4378,741,7031,10,5,1,228,1,4,10,20,CKwlVLCdJy
4379,446,7301,268,8,0,401,1,1,1,23,4xqC6WyM1h
4380,104,9791,89,3,0,342,2,3,4,17,r3AuNWPNHk
4381,832,3998,42,2,1,243,2,3,10,28,8J2Mw9qnc3
4382,176,567,172,1,0,212,2,3,2,19,kAmPTImsgf
4383,718,1369,99,7,1,60,1,4,7,34,JEkSttuaYg
4384,432,3426,116,8,1,287,2,3,4,15,1qc2Ru8jIn
4385,204,880,244,8,0,399,2,1,10,28,6iFqQIo0Df
4386,374,6226,114,3,0,402,2,2,1,10,8TOp0DmqNy
4387,487,1772,190,2,1,26,2,4,10,5,ixqz6AA7Xq
4388,405,8205,162,1,0,115,1,4,1,26,p3ZvaMX5oj
4389,385,5220,203,6,1,181,2,4,7,3,QiYtCEOoA4
4390,392,1658,182,1,0,230,1,4,5,10,1BltZa9sEZ
4391,779,8927,103,3,0,42,1,2,7,19,EL3n293fp5
4392,270,664,276,6,0,117,2,3,4,32,GkUGNlRyCn
4393,891,4233,176,10,1,282,2,4,9,40,xHJoCsFd45
4394,127,1572,167,2,1,311,2,4,10,33,A224ZRj5mi
4395,716,4217,262,8,0,324,1,4,5,22,0qUtG9xpSp
4396,647,8495,16,1,1,383,2,3,5,6,vsvRY7KSVD
4397,299,5732,296,3,0,53,2,5,4,35,9lYdusQeW3
4398,694,172,229,7,1,195,2,4,4,36,F0SBoLRMvg
4399,325,2259,129,8,0,50,1,1,1,20,dd67snZebL
4400,233,1981,181,8,1,198,1,4,3,38,gLASXxhf5v
4401,294,8689,59,7,1,352,2,6,5,6,c0rk8kMbyV
4402,448,8041,127,3,0,110,2,5,9,30,uFkMFxGlLw
4403,772,4173,125,3,1,49,2,5,1,25,EkupG0Wr4V
4404,808,5442,244,7,1,255,1,4,9,14,b1ZYt8kh9k
4405,732,5511,94,7,1,291,2,1,1,16,0oOQEBqG1Z
4406,874,1092,215,1,0,194,2,2,9,9,xXmkbZESg8
4407,447,127,139,2,1,367,1,5,5,36,7Z1OgnBDOn
4408,632,8527,219,7,1,283,1,3,1,15,UoM8vVTLil
4409,689,2613,242,6,1,245,2,5,1,20,qwQEYB00sF
4410,146,6070,268,6,1,114,2,4,6,34,ZkcvyMdWVU
4411,681,3648,239,8,1,146,1,2,4,29,H0ijXu4iKz
4412,876,1023,237,7,0,84,2,5,4,8,IZQNjv2wn0
4413,836,4530,137,5,0,260,2,3,9,21,tEhixifeI8
4414,148,8665,56,6,1,117,2,3,2,32,GkUGNlRyCn
4415,208,1373,165,6,0,245,1,4,10,20,qwQEYB00sF
4416,875,3492,42,1,1,231,1,4,1,4,yK4n0RjkAI
4417,30,1805,148,3,0,270,2,5,6,24,0Q93MZmq6k
4418,604,6523,295,1,0,182,2,1,9,8,uFrdt4cCxP
4419,641,1684,49,7,1,138,1,3,8,35,7UU312Xcpp
4420,256,7263,55,8,1,220,2,4,6,1,mAi0bFJ3ZQ
4421,45,6967,89,6,1,319,2,2,3,29,lrvyExtKsP
4422,423,8148,109,4,0,331,2,4,7,12,PNz8MQhSQf
4423,937,3529,199,2,1,64,2,4,7,27,nfaL98dtbK
4424,764,7969,210,6,0,72,2,2,10,37,j3AxZE3ZfW
4425,811,8248,233,5,1,130,2,4,5,32,ZK1DFo4HG2
4426,583,5064,117,9,1,239,2,4,8,40,ZTKAB9dHgD
4427,111,6566,210,8,1,333,1,1,4,30,OcLaQDxUXr
4428,674,6739,251,9,0,27,1,3,1,8,C927GwEeS6
4429,902,5686,118,1,1,302,2,3,6,33,Hb8DxpmNIO
4430,400,7887,138,4,0,12,2,5,7,39,62ot41KPcv
4431,811,5748,62,4,1,140,2,4,5,7,wo7Nsj9vJC
4432,142,768,101,2,0,82,2,5,10,34,0e025Ro0Sz
4433,49,2243,6,5,1,112,1,2,1,37,mgcYHqnntS
4434,856,8401,205,2,0,204,1,1,9,25,yzUBYwcJm6
4435,582,8292,75,8,0,97,1,5,9,20,gcAw7YbAcl
4436,374,9941,243,3,1,297,2,2,1,31,23Zyi18qUE
4437,942,8268,185,6,1,378,2,3,6,20,81MOKgXXBi
4438,700,5275,183,1,0,292,1,4,3,10,MKs3z5CoVV
4439,784,2309,73,9,1,404,1,4,6,2,QSrzGQktqe
4440,862,9974,230,2,0,262,2,1,6,33,gPq7cbtTor
4441,294,4610,239,5,1,349,2,6,5,20,hOS6LB5xvH
4442,510,153,136,1,0,321,2,3,7,21,CD6TDh21kP
4443,66,3646,177,2,0,235,2,5,6,37,EbfqdlFeXM
4444,667,6964,37,1,1,127,2,3,3,22,HpBfxa1sUT
4445,95,8294,288,3,0,377,2,3,6,39,VlSfCflL78
4446,189,4061,200,9,0,222,1,3,9,14,Mcbysb9Kne
4447,296,9869,21,1,1,292,1,3,8,10,MKs3z5CoVV
4448,619,6715,84,7,1,65,1,5,7,4,7jqVZGhxG6
4449,701,7885,258,10,0,299,1,5,4,23,sG5UetCxLn
4450,1000,9074,41,2,1,171,1,2,9,36,ctu5Ku1a0f
4451,865,3604,279,9,1,253,2,5,3,15,jd7DnJMgRo
4452,736,3546,205,6,1,371,2,3,9,22,SOaueymCtH
4453,793,7136,182,9,1,211,1,3,8,27,zlppMv48Fj
4454,820,6915,66,9,0,380,1,3,7,2,uFPFrdlTZ1
4455,834,8621,111,9,1,404,2,3,5,2,QSrzGQktqe
4456,361,1928,186,10,1,213,2,2,9,21,eUiXwY9fki
4457,424,8348,114,6,1,290,2,4,3,19,xj5uMBowYz
4458,144,124,28,6,1,154,1,2,2,27,IbjEJJamNr
4459,775,7372,61,7,0,255,1,1,1,14,b1ZYt8kh9k
4460,553,2414,96,9,0,27,2,4,7,8,C927GwEeS6
4461,738,5985,294,6,0,192,1,3,7,4,5dq6S8CMzH
4462,724,3407,163,6,0,128,2,2,8,6,LLbA6duYql
4463,204,5053,188,4,0,370,2,1,10,17,A7pIewdMPc
4464,523,2953,151,2,1,327,1,4,5,10,ZGKM28eudt
4465,500,8065,213,1,1,95,2,3,6,18,Cch5GTuNFR
4466,35,6338,284,9,1,346,2,5,5,33,lzwWYs7yZG
4467,489,4822,42,7,0,65,2,5,4,4,7jqVZGhxG6
4468,260,5661,170,4,1,308,2,5,4,29,vrXcdxqPgJ
4469,225,6228,149,6,0,397,2,2,9,20,m60sbycVCf
4470,968,7694,258,1,0,127,2,3,3,22,HpBfxa1sUT
4471,303,545,174,1,1,150,2,5,5,24,na7mIANfle
4472,71,5476,243,2,0,367,1,5,9,36,7Z1OgnBDOn
4473,569,3928,15,10,1,173,1,3,7,2,wNJCd2E9iI
4474,170,6992,251,1,0,321,1,2,4,21,CD6TDh21kP
4475,236,446,82,7,1,94,2,2,4,18,fipxx1qygI
4476,707,9784,172,7,0,344,2,3,10,15,DoUUDhgVUl
4477,150,7065,108,2,0,243,1,2,3,28,8J2Mw9qnc3
4478,883,5291,15,3,1,49,1,3,3,25,EkupG0Wr4V
4479,624,8047,216,10,1,78,1,5,6,12,YiXRFM7fIW
4480,663,4659,77,4,0,46,1,2,8,19,xQlhAuZvbR
4481,846,6905,278,1,0,177,2,4,4,10,wXnd0hqQoF
4482,699,5583,288,10,0,88,2,2,5,2,4jzntFrFNR
4483,718,1221,251,2,0,243,1,4,7,28,8J2Mw9qnc3
4484,388,4449,170,4,0,169,2,3,8,10,dsdLCNHwf3
4485,885,2178,57,6,1,301,2,2,8,18,lQz1gkenMB
4486,293,2564,265,1,0,3,2,2,3,22,j37JDFybMq
4487,165,8807,289,5,1,306,2,4,7,32,YqkcU07MNp
4488,821,5214,22,2,0,160,1,3,4,10,IAYNYdc267
4489,314,5224,87,8,0,198,2,2,10,38,gLASXxhf5v
4490,31,4524,5,5,0,125,2,2,10,33,wCyI7C24bO
4491,774,867,4,4,1,396,1,4,5,35,FgsxXTitFy
4492,992,6186,53,10,0,105,2,4,3,16,u96wxOvVwY
4493,107,7782,104,9,0,222,2,4,4,14,Mcbysb9Kne
4494,676,3291,23,5,1,102,2,5,9,10,Vj3KyqkzK2
4495,279,9991,28,2,0,365,1,3,8,28,ZemLr0xPgs
4496,309,2618,82,5,0,247,1,4,7,1,rZlcFOpvfN
4497,786,8378,34,3,1,322,2,1,1,35,cHRkQGKD2u
4498,968,573,133,4,1,294,2,3,3,35,i5st32ciQz
4499,839,2325,97,9,0,404,2,3,4,2,QSrzGQktqe
4500,868,6714,239,4,1,233,1,3,10,5,PFSV3jnIqx
4501,719,3644,243,9,1,116,1,5,9,33,11KDz6OM5Z
4502,779,247,102,9,0,59,1,2,7,32,IlcC1Q9yqo
4503,757,9766,185,5,0,219,2,4,4,1,IQdDM1UM9A
4504,339,5426,62,6,0,359,2,2,10,30,0Ws2q0Xbdl
4505,734,6748,232,9,0,51,2,3,7,7,ePgVNayNBk
4506,28,9082,287,4,0,43,2,4,8,7,PYzIU7n3aa
4507,732,1960,107,8,0,58,2,1,1,30,vEL3Xqbt5y
4508,398,3902,134,1,1,185,2,5,10,17,1vrUjwuG43
4509,246,3359,257,8,0,136,1,4,4,15,YZHyLtKWrg
4510,29,624,52,3,1,178,1,3,2,11,0sosPeVR5s
4511,159,7806,94,2,1,160,2,2,9,10,IAYNYdc267
4512,592,5802,176,9,0,392,2,3,5,15,jHWeN8Eo6a
4513,965,6725,57,9,0,315,1,3,10,16,rUnJr1DqWT
4514,793,6057,182,5,0,102,1,3,8,10,Vj3KyqkzK2
4515,829,1581,167,2,0,274,2,3,1,18,lpkCLspmHA
4516,871,462,241,9,0,116,2,3,6,33,11KDz6OM5Z
4517,86,9286,271,2,0,2,2,3,7,8,OrZ6WLgGZY
4518,415,6661,229,6,0,7,2,5,3,22,rDdpdYoN6j
4519,161,9639,295,8,0,47,2,5,7,29,PrpikwmvHK
4520,962,5355,192,8,0,16,2,2,9,9,z64inGcMqp
4521,824,7950,53,3,0,229,2,3,7,27,jOtiS0nh20
4522,693,9947,184,7,1,358,2,5,4,34,wVo0lPFxnR
4523,99,1999,40,2,0,123,2,2,3,22,DuyW6y2Jjq
4524,97,9135,105,3,1,221,2,2,9,20,ARlhAc4M2U
4525,935,2714,268,2,1,312,1,1,3,3,VCZkXfTMCC
4526,846,612,176,9,0,158,2,4,4,8,nCH8B0HTQj
4527,342,7799,184,7,0,92,2,4,9,31,TKpPd7OrOZ
4528,53,4607,21,10,0,251,2,3,2,14,phijTf9rad
4529,126,7423,61,5,1,332,2,4,3,24,7xhOb2MCzC
4530,147,4293,185,10,0,78,2,1,1,12,YiXRFM7fIW
4531,74,8479,252,4,1,155,2,3,7,3,hdDhZ6cfZU
4532,638,1038,221,5,1,228,2,4,10,20,CKwlVLCdJy
4533,86,4915,73,10,0,172,2,3,7,20,GFagioFWMO
4534,960,4126,203,1,0,185,1,4,1,17,1vrUjwuG43
4535,538,555,219,7,0,60,2,3,3,34,JEkSttuaYg
4536,274,5017,262,10,1,381,2,3,1,38,dhpWc1fZAi
4537,930,62,43,1,1,182,2,3,6,8,uFrdt4cCxP
4538,977,5037,42,4,1,43,2,2,8,7,PYzIU7n3aa
4539,110,475,188,6,1,111,1,5,10,14,rYyidFNphx
4540,197,3007,70,9,1,354,1,2,5,2,rmEl5KSA03
4541,473,8675,173,8,1,386,2,4,4,13,xB1ltYTE6Y
4542,168,4703,211,3,1,196,2,5,5,35,MLzDUobcJm
4543,528,9888,189,5,1,257,2,5,2,39,7hJgMbwR2V
4544,387,3493,102,1,0,292,2,4,3,10,MKs3z5CoVV
4545,109,9088,113,5,1,257,2,3,4,39,7hJgMbwR2V
4546,713,3705,229,10,0,172,2,4,6,20,GFagioFWMO
4547,713,111,208,6,1,359,2,4,6,30,0Ws2q0Xbdl
4548,793,2987,57,8,0,250,1,3,8,10,wcTD2Z2dwe
4549,129,1034,232,8,0,236,1,3,2,12,ESKW5CaaSY
4550,752,9698,25,5,1,161,2,4,6,7,u815CwNHmc
4551,444,2503,61,2,1,353,2,6,9,23,12Yezy3jmG
4552,232,8319,115,8,0,250,1,2,5,10,wcTD2Z2dwe
4553,69,3956,296,1,1,185,2,4,9,17,1vrUjwuG43
4554,435,6790,225,9,1,93,2,3,5,3,iEIhhaIuM0
4555,299,1467,11,2,1,312,2,5,4,3,VCZkXfTMCC
4556,259,5015,36,5,1,259,1,2,9,10,CruYs1vBKS
4557,872,932,31,4,1,71,2,3,7,22,mmYQwpRC0G
4558,471,9020,267,8,0,269,1,4,8,28,9blTYpMXPf
4559,836,2371,242,9,0,59,2,3,9,32,IlcC1Q9yqo
4560,646,2215,163,2,0,329,2,2,3,32,22feNgf3Dh
4561,328,3510,296,8,0,275,2,3,4,20,mH3i3urQL5
4562,410,8051,34,2,0,226,1,4,1,31,jm9YU718Be
4563,622,3183,62,10,1,88,1,3,8,2,4jzntFrFNR
4564,144,7325,111,1,1,153,1,2,2,27,nQpNhCylOo
4565,59,7880,70,6,1,397,1,3,4,20,m60sbycVCf
4566,140,7477,77,5,1,102,2,3,6,10,Vj3KyqkzK2
4567,252,2240,299,10,1,373,1,3,4,21,PnhaaGhMY5
4568,777,2863,274,3,0,256,2,3,9,36,MEn2H1wPVG
4569,578,7968,185,6,1,154,2,2,2,27,IbjEJJamNr
4570,468,5811,67,6,0,72,1,2,3,37,j3AxZE3ZfW
4571,31,9149,10,9,0,392,2,2,10,15,jHWeN8Eo6a
4572,79,7343,281,5,1,223,2,4,1,14,VJUjoiskzS
4573,444,1521,108,9,0,121,2,6,9,8,MAVQdrA9Pm
4574,465,9021,142,9,1,87,2,4,7,24,NINnwBgoW4
4575,580,7093,262,8,1,47,2,6,2,29,PrpikwmvHK
4576,933,7798,125,3,0,53,2,4,6,35,9lYdusQeW3
4577,36,1367,120,6,1,301,1,4,6,18,lQz1gkenMB
4578,739,7967,127,4,0,249,2,5,6,6,QFvY01A8fA
4579,783,843,296,1,0,208,2,2,8,4,lKKm7Q80cR
4580,597,4719,299,3,1,254,2,3,9,8,Gt0qfmk3Pu
4581,218,5409,124,5,0,349,2,4,8,20,hOS6LB5xvH
4582,56,275,295,7,1,296,1,3,9,9,e5phMJn62s
4583,7,7552,151,7,0,186,2,5,2,30,uRFfp8xhAC
4584,53,3159,170,2,0,123,2,3,2,22,DuyW6y2Jjq
4585,375,5209,256,1,1,185,2,2,3,17,1vrUjwuG43
4586,766,3580,76,7,1,283,2,4,6,15,UoM8vVTLil
4587,955,5660,87,1,0,193,1,1,6,8,a4sONQVPRH
4588,280,9179,85,8,0,364,2,4,1,16,V23xV9d8hW
4589,562,5480,90,5,0,131,2,3,5,36,9NEMpgowlD
4590,622,3160,103,8,1,324,1,3,8,22,0qUtG9xpSp
4591,553,1522,289,5,1,40,2,4,7,18,TpXajniJxQ
4592,850,788,125,6,1,359,2,3,7,30,0Ws2q0Xbdl
4593,779,3159,63,2,0,118,1,2,7,36,MwXLYjAZuM
4594,567,7548,158,8,0,339,2,2,4,28,Piz2CO2gwr
4595,482,9317,233,5,0,142,2,2,2,3,szYhDGyFof
4596,642,8566,261,9,1,41,2,5,10,3,03mySCczDH
4597,26,2439,32,10,0,210,2,5,5,25,m7SRaxodVY
4598,287,5274,114,5,0,224,1,5,1,14,TsyCG6M6cy
4599,959,7889,172,9,1,51,1,2,1,7,ePgVNayNBk
4600,423,9982,55,5,0,33,2,4,7,9,77qdX3k4Ab
4601,921,7365,93,8,0,50,2,3,4,20,dd67snZebL
4602,594,2812,17,2,0,353,1,4,2,23,12Yezy3jmG
4603,996,6778,184,1,0,83,2,2,8,16,OSuL3B39bT
4604,396,8073,212,2,1,66,1,3,6,5,djLmU3AtYr
4605,128,6221,135,1,0,231,2,3,9,4,yK4n0RjkAI
4606,257,8029,165,8,1,236,1,5,9,12,ESKW5CaaSY
4607,418,3913,72,3,1,216,2,3,1,33,EYO5hHilfQ
4608,183,8627,142,5,0,33,2,6,9,9,77qdX3k4Ab
4609,763,1157,87,1,1,284,1,3,4,34,fFs2egll1j
4610,490,7708,118,2,1,365,1,3,8,28,ZemLr0xPgs
4611,529,5681,38,8,0,264,1,3,2,32,G4btHnrjh0
4612,801,4757,289,9,0,27,1,4,2,8,C927GwEeS6
4613,561,57,103,4,1,24,1,4,7,3,hcqzimYgrs
4614,762,6618,258,1,0,6,1,4,1,31,iUB7eA6K9m
4615,159,8279,149,2,0,243,2,2,9,28,8J2Mw9qnc3
4616,276,6296,188,4,1,155,1,3,10,3,hdDhZ6cfZU
4617,557,7364,15,8,1,58,2,5,4,30,vEL3Xqbt5y
4618,991,4875,61,6,0,25,2,3,6,25,IgLtUcyeoU
4619,278,6273,297,7,0,60,2,1,6,34,JEkSttuaYg
4620,218,1642,212,6,1,192,2,4,8,4,5dq6S8CMzH
4621,363,7926,68,10,1,143,2,2,5,29,mfGgkVMoHc
4622,891,4234,164,9,1,59,2,4,9,32,IlcC1Q9yqo
4623,335,5062,54,1,0,194,2,4,9,9,xXmkbZESg8
4624,591,126,93,1,0,209,2,2,7,15,GQVt4PTzta
4625,716,2233,53,4,0,169,1,4,5,10,dsdLCNHwf3
4626,93,4004,96,9,1,392,2,2,1,15,jHWeN8Eo6a
4627,526,4005,16,2,0,160,1,5,5,10,IAYNYdc267
4628,484,6760,194,3,1,104,1,2,5,39,yZTZzdpmrU
4629,420,1126,285,6,0,114,2,4,6,34,ZkcvyMdWVU
4630,26,1197,162,7,0,138,2,5,5,35,7UU312Xcpp
4631,1,229,122,4,0,267,1,5,3,4,o1lYsfzMmR
4632,355,5220,176,6,1,122,2,6,8,19,mrX8HSypMK
4633,517,7924,29,4,1,205,2,4,2,10,P9Ck6APOA0
4634,601,9871,8,5,0,247,1,5,6,1,rZlcFOpvfN
4635,1000,7602,225,7,1,5,1,2,9,38,x3fDp8IF3o
4636,344,3406,232,5,1,102,2,4,7,10,Vj3KyqkzK2
4637,597,5252,41,9,1,27,2,3,9,8,C927GwEeS6
4638,675,365,61,3,0,53,2,4,5,35,9lYdusQeW3
4639,627,6521,67,7,0,358,1,1,10,34,wVo0lPFxnR
4640,135,9634,160,2,0,311,1,3,7,33,A224ZRj5mi
4641,699,9571,125,6,0,145,2,2,5,27,yKHVLHSXUG
4642,327,5737,84,7,0,352,1,5,6,6,c0rk8kMbyV
4643,501,5911,228,3,0,279,1,5,10,5,n8gJwBwypt
4644,204,5723,289,8,0,325,2,1,10,7,bxXOVQRL5Y
4645,589,9993,48,3,1,313,2,2,7,21,2kW18OOoy8
4646,741,6762,72,4,1,69,1,4,10,39,Ytsf0L4ZJe
4647,973,877,168,2,1,266,1,3,1,4,Hs7pRV4cTU
4648,151,6614,9,7,0,10,2,3,3,4,b8x8ZgU8xD
4649,688,3126,110,4,1,294,2,4,1,35,i5st32ciQz
4650,875,2557,106,9,1,199,1,4,1,22,KSElZ2DLM1
4651,708,1063,21,10,1,103,1,3,9,37,yvJ1N4LksG
4652,666,9664,269,2,0,26,2,4,4,5,ixqz6AA7Xq
4653,965,2084,46,10,0,90,1,3,10,18,r8k03sOkbV
4654,295,475,45,6,0,303,2,3,7,20,M6v0Kifx9v
4655,976,7128,180,1,1,383,1,3,8,6,vsvRY7KSVD
4656,208,3349,184,10,0,173,1,4,10,2,wNJCd2E9iI
4657,438,8850,43,9,0,165,2,2,10,16,7kUhuUIpM8
4658,161,6003,36,7,0,183,2,5,7,26,D2oRADyXeY
4659,879,4417,151,8,0,16,2,4,10,9,z64inGcMqp
4660,897,7056,279,3,0,229,2,6,8,27,jOtiS0nh20
4661,706,8711,239,6,0,48,1,3,2,14,Q9IwOQFQNs
4662,38,3068,137,4,0,191,2,3,5,19,IVlheNHXvk
4663,85,6122,170,8,1,288,1,3,10,1,uoNWTtLHZJ
4664,33,5194,148,9,0,253,1,3,1,15,jd7DnJMgRo
4665,729,9613,13,4,0,308,1,3,1,29,vrXcdxqPgJ
4666,158,2887,278,3,1,180,2,1,10,9,Vvrj40k5zp
4667,609,5454,138,1,1,209,2,5,5,15,GQVt4PTzta
4668,963,8564,103,2,0,274,2,5,5,18,lpkCLspmHA
4669,127,298,59,10,1,355,2,4,10,20,7F3d57QKuW
4670,982,4755,287,1,0,212,2,5,5,19,kAmPTImsgf
4671,801,4784,183,2,0,328,1,4,2,22,714viT0gmT
4672,99,7247,12,2,1,360,2,2,3,31,il3raFJFrm
4673,2,7488,47,1,1,348,1,4,9,14,xZFnvuqPyZ
4674,799,8397,5,3,0,35,2,1,10,1,WY6zA5sIH9
4675,994,9512,227,1,0,113,2,2,4,26,nyhAJRO9Gw
4676,307,7188,245,4,1,12,1,4,2,39,62ot41KPcv
4677,504,8523,123,10,1,314,2,3,1,40,2ZGm0AxP1F
4678,612,6569,233,4,1,395,1,3,7,14,E4FLtpomTT
4679,807,244,71,9,0,80,2,4,9,5,46uRLHf9uV
4680,861,9448,18,1,0,127,1,1,1,22,HpBfxa1sUT
4681,469,5257,126,1,1,150,1,4,8,24,na7mIANfle
4682,608,7619,146,6,0,7,2,2,1,22,rDdpdYoN6j
4683,760,7093,235,8,1,264,1,2,1,32,G4btHnrjh0
4684,499,4971,90,7,0,5,2,3,10,38,x3fDp8IF3o
4685,426,2043,211,1,1,3,2,3,8,22,j37JDFybMq
4686,572,7280,130,2,1,353,1,1,5,23,12Yezy3jmG
4687,725,592,191,7,0,183,2,5,2,26,D2oRADyXeY
4688,162,4323,33,5,0,22,2,3,6,33,KRrDHGmeKc
4689,276,3695,57,5,1,390,1,3,10,16,W77Wb4BwrE
4690,785,3050,169,5,0,174,2,2,10,4,0tinh9dt80
4691,746,7960,124,1,1,126,2,3,8,12,nhG81g3pAD
4692,256,1731,109,9,0,87,2,4,6,24,NINnwBgoW4
4693,838,499,92,2,1,76,2,3,4,28,FGRrYJJl10
4694,911,3858,69,10,1,304,2,5,2,28,FIEx6924BB
4695,846,6663,185,2,0,66,2,4,4,5,djLmU3AtYr
4696,490,8939,12,5,1,137,1,3,8,4,GsmBaqCpyS
4697,569,9822,101,2,0,226,1,3,7,31,jm9YU718Be
4698,824,857,78,3,0,135,2,3,7,4,JngHH0caDV
4699,376,6712,40,3,1,229,2,4,7,27,jOtiS0nh20
4700,189,5768,47,8,1,250,1,3,9,10,wcTD2Z2dwe
4701,251,4737,58,2,0,243,2,3,7,28,8J2Mw9qnc3
4702,851,4865,212,9,0,15,1,4,5,39,ze63JQQWrE
4703,687,8335,78,2,0,235,1,3,3,37,EbfqdlFeXM
4704,457,1499,262,8,0,269,2,4,1,28,9blTYpMXPf
4705,196,1722,163,2,0,188,1,5,2,3,ZMVnVuJ13U
4706,222,7920,258,7,1,31,2,5,10,18,JnsyQDjqkQ
4707,797,652,187,8,1,326,2,5,10,32,JhIlbJACOK
4708,140,8909,167,3,0,104,2,3,6,39,yZTZzdpmrU
4709,876,4337,67,8,1,236,2,5,4,12,ESKW5CaaSY
4710,522,3020,26,5,0,234,1,3,1,17,thL3yEn16O
4711,996,3616,271,6,0,56,2,2,8,18,TvVIpGOuV5
4712,395,6553,25,1,1,231,2,5,8,4,yK4n0RjkAI
4713,662,7720,34,8,0,16,2,5,2,9,z64inGcMqp
4714,107,5907,276,1,0,230,2,4,4,10,1BltZa9sEZ
4715,611,3365,140,10,0,9,2,3,1,24,3WYiGxZaLJ
4716,263,9679,174,3,0,313,2,3,10,21,2kW18OOoy8
4717,630,6020,264,1,0,292,2,4,4,10,MKs3z5CoVV
4718,471,4557,211,1,1,91,1,4,8,37,v1gzIg7UI0
4719,645,943,226,2,1,353,2,2,6,23,12Yezy3jmG
4720,397,2283,226,9,1,252,2,3,1,16,7698TtYNAJ
4721,596,2271,140,1,0,242,1,3,7,17,hpeRZWk0Eb
4722,137,9630,166,9,1,392,2,3,6,15,jHWeN8Eo6a
4723,842,7464,122,4,1,155,2,3,1,3,hdDhZ6cfZU
4724,221,8470,144,7,1,141,1,3,7,34,f1DPXwCK9D
4725,351,4916,53,9,1,298,2,5,4,33,QiUOksxHJI
4726,724,5949,84,6,1,154,2,2,8,27,IbjEJJamNr
4727,210,5690,228,7,0,124,2,5,4,10,WI0CHDNpL3
4728,496,199,212,9,0,239,1,3,7,40,ZTKAB9dHgD
4729,578,7540,39,8,1,97,2,2,2,20,gcAw7YbAcl
4730,103,7570,265,6,0,128,2,2,7,6,LLbA6duYql
4731,582,1800,194,9,0,19,1,5,9,9,AV4yAJHsL2
4732,190,2615,3,9,0,227,2,3,4,40,gafnxuXiRV
4733,362,985,49,3,0,393,2,3,6,38,ek92m6BD5J
4734,100,3404,34,9,0,165,2,3,8,16,7kUhuUIpM8
4735,678,929,107,1,0,91,1,3,8,37,v1gzIg7UI0
4736,674,951,245,10,0,184,1,3,1,1,DVMmTPF3Xq
4737,134,4397,40,2,1,367,2,1,3,36,7Z1OgnBDOn
4738,298,1881,63,8,1,401,2,4,9,23,4xqC6WyM1h
4739,876,3738,96,3,0,297,2,5,4,31,23Zyi18qUE
4740,730,5657,152,5,0,259,2,2,5,10,CruYs1vBKS
4741,926,7523,258,6,0,86,2,4,2,1,POhgC0nAVc
4742,323,4127,272,5,0,102,2,5,1,10,Vj3KyqkzK2
4743,899,1039,222,1,1,113,2,3,3,26,nyhAJRO9Gw
4744,56,3765,247,5,1,139,1,3,9,3,NhrHbF1inF
4745,180,4435,167,2,0,307,2,6,4,2,YlQJGRcuYB
4746,225,4055,98,7,1,186,2,2,9,30,uRFfp8xhAC
4747,711,3507,254,7,0,60,1,4,6,34,JEkSttuaYg
4748,831,782,87,9,1,59,1,3,6,32,IlcC1Q9yqo
4749,62,7382,63,4,0,366,2,3,7,38,uuR2ycPcqk
4750,710,9510,241,8,1,351,1,2,4,10,Uw7QJhQtUc
4751,112,6792,262,8,1,289,1,3,8,21,WR6IaHdJ3m
4752,139,1712,152,6,0,56,1,5,3,18,TvVIpGOuV5
4753,668,1404,67,5,0,335,2,4,10,29,BMgQQUPiKz
4754,365,3796,50,4,1,140,1,5,8,7,wo7Nsj9vJC
4755,373,3796,61,4,0,89,2,1,10,30,Oq3r2t5eWJ
4756,343,2546,280,1,1,302,2,5,8,33,Hb8DxpmNIO
4757,697,2070,19,10,1,78,2,4,6,12,YiXRFM7fIW
4758,861,4584,195,9,1,222,1,1,1,14,Mcbysb9Kne
4759,76,2605,112,4,0,357,1,5,9,25,b4WZ3SBsFy
4760,615,4136,109,2,0,226,2,2,5,31,jm9YU718Be
4761,545,10011,5,10,1,9,2,4,8,24,3WYiGxZaLJ
4762,717,731,157,2,1,317,2,3,3,21,oCLn4JFXqe
4763,762,6507,283,5,0,38,1,4,1,37,mEH2NujyXh
